SIMULATION : Neuron membrane potential over time 0.1

The time incrementation between each measure is : 0.1 ms
Total simulation time : 500.2 ms

Time (ms) 	 V (mV) 
193.7		13.9953
193.8		14.0452
193.9		14.0949
194		14.1443
194.1		14.1934
194.2		14.2423
194.3		14.291
194.4		14.3394
194.5		14.3876
194.6		14.4355
194.7		14.4832
194.8		14.5307
194.9		14.5779
195		14.6249
195.1		14.6717
195.2		14.7182
195.3		14.7645
195.4		14.8106
195.5		14.8564
195.6		14.902
195.7		14.9474
195.8		14.9925
195.9		15.0375
196		15.0822
196.1		15.1266
196.2		15.1709
196.3		15.2149
196.4		15.2587
196.5		15.3023
196.6		15.3457
196.7		15.3889
196.8		15.4318
196.9		15.4746
197		15.5171
197.1		15.5594
197.2		15.6015
197.3		15.6434
197.4		15.6851
197.5		15.7265
197.6		15.7678
197.7		15.8089
197.8		15.8497
197.9		15.8904
198		15.9308
198.1		15.971
198.2		16.0111
198.3		16.0509
198.4		16.0906
198.5		16.13
198.6		16.1693
198.7		16.2083
198.8		16.2472
198.9		16.2859
199		16.3243
199.1		16.3626
199.2		16.4007
199.3		16.4386
199.4		16.4763
199.5		16.5139
199.6		16.5512
199.7		16.5883
199.8		16.6253
199.9		16.6621
200		16.6987
200.1		16.7351
200.2		16.6516
200.3		16.5686
200.4		16.486
200.5		16.4037
200.6		16.3219
200.7		16.2405
200.8		16.1595
200.9		16.0789
201		15.9987
201.1		15.9189
201.2		15.8395
201.3		15.7605
201.4		15.6819
201.5		15.6037
201.6		15.5259
201.7		15.4484
201.8		15.3714
201.9		15.2947
202		15.2185
202.1		15.1425
202.2		15.067
202.3		14.9919
202.4		14.9171
202.5		14.8427
202.6		14.7687
202.7		14.695
202.8		14.6217
202.9		14.5488
203		14.4762
203.1		14.404
203.2		14.3322
203.3		14.2607
203.4		14.1896
203.5		14.1188
203.6		14.0484
203.7		13.9783
203.8		13.9086
203.9		13.8392
204		13.7702
204.1		13.7015
204.2		13.6332
204.3		13.5652
204.4		13.4976
204.5		13.4302
204.6		13.3633
204.7		13.2966
204.8		13.2303
204.9		13.1643
205		13.0986
205.1		13.0333
205.2		12.9683
205.3		12.9036
205.4		12.8393
205.5		12.7752
205.6		12.7115
205.7		12.6481
205.8		12.585
205.9		12.5223
206		12.4598
206.1		12.3977
206.2		12.3358
206.3		12.2743
206.4		12.2131
206.5		12.1522
206.6		12.0916
206.7		12.0313
206.8		11.9713
206.9		11.9116
207		11.8521
207.1		11.793
207.2		11.7342
207.3		11.6757
207.4		11.6175
207.5		11.5595
207.6		11.5019
207.7		11.4445
207.8		11.3874
207.9		11.3306
208		11.2741
208.1		11.2179
208.2		11.1619
208.3		11.1063
208.4		11.0509
208.5		10.9957
208.6		10.9409
208.7		10.8863
208.8		10.832
208.9		10.778
209		10.7243
209.1		10.6708
209.2		10.6176
209.3		10.5646
209.4		10.5119
209.5		10.4595
209.6		10.4073
209.7		10.3554
209.8		10.3038
209.9		10.2524
210		10.2012
210.1		10.1504
210.2		10.0997
210.3		10.0494
210.4		9.99924
210.5		9.94936
210.6		9.89974
210.7		9.85037
210.8		9.80124
210.9		9.75235
211		9.70371
211.1		9.65532
211.2		9.60716
211.3		9.55924
211.4		9.51157
211.5		9.46413
211.6		9.41693
211.7		9.36996
211.8		9.32323
211.9		9.27673
212		9.23046
212.1		9.18442
212.2		9.13861
212.3		9.09303
212.4		9.04768
212.5		9.00256
212.6		8.95766
212.7		8.91298
212.8		8.86853
212.9		8.82429
213		8.78028
213.1		8.73649
213.2		8.69292
213.3		8.64956
213.4		8.60642
213.5		8.5635
213.6		8.52079
213.7		8.47829
213.8		8.436
213.9		8.39393
214		8.35206
214.1		8.31041
214.2		8.26896
214.3		8.22772
214.4		8.18668
214.5		8.14585
214.6		8.10522
214.7		8.0648
214.8		8.02457
214.9		7.98455
215		7.94473
215.1		7.9051
215.2		7.86568
215.3		7.82645
215.4		7.78741
215.5		7.74857
215.6		7.70993
215.7		7.67147
215.8		7.63321
215.9		7.59514
216		7.55726
216.1		7.51957
216.2		7.48206
216.3		7.44475
216.4		7.40762
216.5		7.37067
216.6		7.33391
216.7		7.29733
216.8		7.26094
216.9		7.22472
217		7.18869
217.1		7.15283
217.2		7.11716
217.3		7.08166
217.4		7.04634
217.5		7.0112
217.6		6.97623
217.7		6.94144
217.8		6.90682
217.9		6.87237
218		6.83809
218.1		6.80399
218.2		6.77005
218.3		6.73629
218.4		6.70269
218.5		6.66926
218.6		6.63599
218.7		6.6029
218.8		6.56997
218.9		6.5372
219		6.50459
219.1		6.47215
219.2		6.43987
219.3		6.40775
219.4		6.37579
219.5		6.34399
219.6		6.31235
219.7		6.28087
219.8		6.24954
219.9		6.21837
220		6.18736
220.1		6.1565
220.2		6.1258
220.3		6.09524
220.4		6.06484
220.5		6.03459
220.6		6.0045
220.7		5.97455
220.8		5.94475
220.9		5.9151
221		5.8856
221.1		5.85625
221.2		5.82704
221.3		5.79797
221.4		5.76906
221.5		5.74028
221.6		5.71165
221.7		5.68317
221.8		5.65482
221.9		5.62662
222		5.59856
222.1		5.57063
222.2		5.54285
222.3		5.5152
222.4		5.4877
222.5		5.46033
222.6		5.43309
222.7		5.406
222.8		5.37903
222.9		5.3522
223		5.32551
223.1		5.29895
223.2		5.27252
223.3		5.24622
223.4		5.22006
223.5		5.19402
223.6		5.16812
223.7		5.14234
223.8		5.11669
223.9		5.09117
224		5.06578
224.1		5.04052
224.2		5.01538
224.3		4.99036
224.4		4.96547
224.5		4.94071
224.6		4.91607
224.7		4.89155
224.8		4.86715
224.9		4.84288
225		4.81872
225.1		4.79469
225.2		4.77077
225.3		4.74698
225.4		4.7233
225.5		4.69975
225.6		4.67631
225.7		4.65298
225.8		4.62978
225.9		4.60669
226		4.58371
226.1		4.56085
226.2		4.5381
226.3		4.51547
226.4		4.49295
226.5		4.47054
226.6		4.44824
226.7		4.42605
226.8		4.40398
226.9		4.38201
227		4.36016
227.1		4.33841
227.2		4.31678
227.3		4.29525
227.4		4.27382
227.5		4.25251
227.6		4.2313
227.7		4.21019
227.8		4.1892
227.9		4.1683
228		4.14751
228.1		4.12683
228.2		4.10624
228.3		4.08576
228.4		4.06539
228.5		4.04511
228.6		4.02493
228.7		4.00486
228.8		3.98489
228.9		3.96501
229		3.94524
229.1		3.92556
229.2		3.90598
229.3		3.8865
229.4		3.86711
229.5		3.84783
229.6		3.82864
229.7		3.80954
229.8		3.79054
229.9		3.77164
230		3.75282
230.1		3.73411
230.2		3.71548
230.3		3.69695
230.4		3.67851
230.5		3.66017
230.6		3.64191
230.7		3.62375
230.8		3.60567
230.9		3.58769
231		3.5698
231.1		3.55199
231.2		3.53428
231.3		3.51665
231.4		3.49911
231.5		3.48166
231.6		3.46429
231.7		3.44701
231.8		3.42982
231.9		3.41272
232		3.3957
232.1		3.37876
232.2		3.36191
232.3		3.34514
232.4		3.32846
232.5		3.31186
232.6		3.29534
232.7		3.2789
232.8		3.26255
232.9		3.24628
233		3.23009
233.1		3.21398
233.2		3.19795
233.3		3.182
233.4		3.16613
233.5		3.15033
233.6		3.13462
233.7		3.11899
233.8		3.10343
233.9		3.08795
234		3.07255
234.1		3.05723
234.2		3.04198
234.3		3.02681
234.4		3.01171
234.5		2.99669
234.6		2.98174
234.7		2.96687
234.8		2.95208
234.9		2.93735
235		2.9227
235.1		2.90813
235.2		2.89362
235.3		2.87919
235.4		2.86483
235.5		2.85054
235.6		2.83632
235.7		2.82218
235.8		2.8081
235.9		2.7941
236		2.78016
236.1		2.76629
236.2		2.7525
236.3		2.73877
236.4		2.72511
236.5		2.71152
236.6		2.69799
236.7		2.68454
236.8		2.67115
236.9		2.65783
237		2.64457
237.1		2.63138
237.2		2.61826
237.3		2.6052
237.4		2.5922
237.5		2.57928
237.6		2.56641
237.7		2.55361
237.8		2.54088
237.9		2.5282
238		2.51559
238.1		2.50305
238.2		2.49056
238.3		2.47814
238.4		2.46578
238.5		2.45348
238.6		2.44125
238.7		2.42907
238.8		2.41696
238.9		2.4049
239		2.39291
239.1		2.38097
239.2		2.3691
239.3		2.35728
239.4		2.34552
239.5		2.33383
239.6		2.32219
239.7		2.3106
239.8		2.29908
239.9		2.28761
240		2.2762
240.1		2.26485
240.2		2.25355
240.3		2.24231
240.4		2.23113
240.5		2.22
240.6		2.20893
240.7		2.19791
240.8		2.18695
240.9		2.17604
241		2.16519
241.1		2.15439
241.2		2.14365
241.3		2.13296
241.4		2.12232
241.5		2.11173
241.6		2.1012
241.7		2.09072
241.8		2.08029
241.9		2.06992
242		2.05959
242.1		2.04932
242.2		2.0391
242.3		2.02893
242.4		2.01881
242.5		2.00874
242.6		1.99872
242.7		1.98875
242.8		1.97884
242.9		1.96897
243		1.95915
243.1		1.94937
243.2		1.93965
243.3		1.92998
243.4		1.92035
243.5		1.91077
243.6		1.90124
243.7		1.89176
243.8		1.88233
243.9		1.87294
244		1.8636
244.1		1.8543
244.2		1.84505
244.3		1.83585
244.4		1.8267
244.5		1.81758
244.6		1.80852
244.7		1.7995
244.8		1.79052
244.9		1.78159
245		1.77271
245.1		1.76387
245.2		1.75507
245.3		1.74632
245.4		1.73761
245.5		1.72894
245.6		1.72032
245.7		1.71174
245.8		1.7032
245.9		1.6947
246		1.68625
246.1		1.67784
246.2		1.66947
246.3		1.66115
246.4		1.65286
246.5		1.64462
246.6		1.63642
246.7		1.62825
246.8		1.62013
246.9		1.61205
247		1.60401
247.1		1.59601
247.2		1.58805
247.3		1.58013
247.4		1.57225
247.5		1.56441
247.6		1.55661
247.7		1.54884
247.8		1.54112
247.9		1.53343
248		1.52578
248.1		1.51817
248.2		1.5106
248.3		1.50307
248.4		1.49557
248.5		1.48811
248.6		1.48069
248.7		1.47331
248.8		1.46596
248.9		1.45865
249		1.45137
249.1		1.44413
249.2		1.43693
249.3		1.42976
249.4		1.42263
249.5		1.41554
249.6		1.40848
249.7		1.40145
249.8		1.39446
249.9		1.38751
250		1.38059
250.1		1.3737
250.2		1.36685
250.3		1.36003
250.4		1.35325
250.5		1.3465
250.6		1.33978
250.7		1.3331
250.8		1.32645
250.9		1.31984
251		1.31325
251.1		1.3067
251.2		1.30019
251.3		1.2937
251.4		1.28725
251.5		1.28083
251.6		1.27444
251.7		1.26809
251.8		1.26176
251.9		1.25547
252		1.24921
252.1		1.24298
252.2		1.23678
252.3		1.23061
252.4		1.22447
252.5		1.21836
252.6		1.21229
252.7		1.20624
252.8		1.20022
252.9		1.19424
253		1.18828
253.1		1.18236
253.2		1.17646
253.3		1.17059
253.4		1.16475
253.5		1.15894
253.6		1.15316
253.7		1.14741
253.8		1.14169
253.9		1.13599
254		1.13033
254.1		1.12469
254.2		1.11908
254.3		1.1135
254.4		1.10795
254.5		1.10242
254.6		1.09692
254.7		1.09145
254.8		1.08601
254.9		1.08059
255		1.0752
255.1		1.06984
255.2		1.0645
255.3		1.05919
255.4		1.05391
255.5		1.04866
255.6		1.04343
255.7		1.03822
255.8		1.03304
255.9		1.02789
256		1.02276
256.1		1.01766
256.2		1.01259
256.3		1.00754
256.4		1.00251
256.5		0.997512
256.6		0.992537
256.7		0.987586
256.8		0.982661
256.9		0.97776
257		0.972883
257.1		0.968031
257.2		0.963203
257.3		0.958399
257.4		0.953619
257.5		0.948862
257.6		0.94413
257.7		0.939421
257.8		0.934736
257.9		0.930074
258		0.925435
258.1		0.920819
258.2		0.916227
258.3		0.911657
258.4		0.90711
258.5		0.902586
258.6		0.898084
258.7		0.893605
258.8		0.889148
258.9		0.884714
259		0.880301
259.1		0.87591
259.2		0.871542
259.3		0.867195
259.4		0.86287
259.5		0.858566
259.6		0.854284
259.7		0.850023
259.8		0.845784
259.9		0.841566
260		0.837368
260.1		0.833192
260.2		0.829036
260.3		0.824901
260.4		0.820787
260.5		0.816694
260.6		0.81262
260.7		0.808567
260.8		0.804535
260.9		0.800522
261		0.796529
261.1		0.792557
261.2		0.788604
261.3		0.784671
261.4		0.780757
261.5		0.776863
261.6		0.772988
261.7		0.769133
261.8		0.765297
261.9		0.76148
262		0.757682
262.1		0.753903
262.2		0.750143
262.3		0.746402
262.4		0.742679
262.5		0.738975
262.6		0.735289
262.7		0.731622
262.8		0.727973
262.9		0.724342
263		0.72073
263.1		0.717135
263.2		0.713558
263.3		0.709999
263.4		0.706458
263.5		0.702935
263.6		0.699429
263.7		0.69594
263.8		0.692469
263.9		0.689016
264		0.685579
264.1		0.68216
264.2		0.678757
264.3		0.675372
264.4		0.672004
264.5		0.668652
264.6		0.665317
264.7		0.661999
264.8		0.658697
264.9		0.655412
265		0.652143
265.1		0.64889
265.2		0.645654
265.3		0.642434
265.4		0.63923
265.5		0.636042
265.6		0.632869
265.7		0.629713
265.8		0.626572
265.9		0.623447
266		0.620338
266.1		0.617244
266.2		0.614165
266.3		0.611102
266.4		0.608054
266.5		0.605021
266.6		0.602004
266.7		0.599001
266.8		0.596014
266.9		0.593041
267		0.590083
267.1		0.58714
267.2		0.584212
267.3		0.581298
267.4		0.578399
267.5		0.575514
267.6		0.572644
267.7		0.569788
267.8		0.566946
267.9		0.564118
268		0.561305
268.1		0.558505
268.2		0.55572
268.3		0.552948
268.4		0.55019
268.5		0.547446
268.6		0.544716
268.7		0.541999
268.8		0.539296
268.9		0.536606
269		0.53393
269.1		0.531267
269.2		0.528617
269.3		0.52598
269.4		0.523357
269.5		0.520747
269.6		0.51815
269.7		0.515565
269.8		0.512994
269.9		0.510435
270		0.507889
270.1		0.505356
270.2		0.502836
270.3		0.500328
270.4		0.497833
270.5		0.49535
270.6		0.492879
270.7		0.490421
270.8		0.487975
270.9		0.485541
271		0.483119
271.1		0.48071
271.2		0.478312
271.3		0.475927
271.4		0.473553
271.5		0.471191
271.6		0.468841
271.7		0.466503
271.8		0.464176
271.9		0.461861
272		0.459557
272.1		0.457265
272.2		0.454985
272.3		0.452716
272.4		0.450458
272.5		0.448211
272.6		0.445975
272.7		0.443751
272.8		0.441538
272.9		0.439336
273		0.437145
273.1		0.434964
273.2		0.432795
273.3		0.430636
273.4		0.428488
273.5		0.426351
273.6		0.424225
273.7		0.422109
273.8		0.420004
273.9		0.417909
274		0.415825
274.1		0.413751
274.2		0.411687
274.3		0.409634
274.4		0.407591
274.5		0.405558
274.6		0.403535
274.7		0.401523
274.8		0.39952
274.9		0.397527
275		0.395545
275.1		0.393572
275.2		0.391609
275.3		0.389656
275.4		0.387712
275.5		0.385779
275.6		0.383855
275.7		0.38194
275.8		0.380035
275.9		0.37814
276		0.376254
276.1		0.374377
276.2		0.37251
276.3		0.370652
276.4		0.368803
276.5		0.366964
276.6		0.365134
276.7		0.363313
276.8		0.361501
276.9		0.359698
277		0.357904
277.1		0.356119
277.2		0.354342
277.3		0.352575
277.4		0.350817
277.5		0.349067
277.6		0.347326
277.7		0.345594
277.8		0.34387
277.9		0.342155
278		0.340449
278.1		0.338751
278.2		0.337061
278.3		0.33538
278.4		0.333707
278.5		0.332043
278.6		0.330387
278.7		0.328739
278.8		0.327099
278.9		0.325468
279		0.323845
279.1		0.322229
279.2		0.320622
279.3		0.319023
279.4		0.317432
279.5		0.315849
279.6		0.314274
279.7		0.312706
279.8		0.311147
279.9		0.309595
280		0.308051
280.1		0.306514
280.2		0.304985
280.3		0.303464
280.4		0.301951
280.5		0.300445
280.6		0.298946
280.7		0.297455
280.8		0.295972
280.9		0.294496
281		0.293027
281.1		0.291565
281.2		0.290111
281.3		0.288664
281.4		0.287224
281.5		0.285792
281.6		0.284366
281.7		0.282948
281.8		0.281537
281.9		0.280133
282		0.278736
282.1		0.277345
282.2		0.275962
282.3		0.274586
282.4		0.273216
282.5		0.271854
282.6		0.270498
282.7		0.269149
282.8		0.267806
282.9		0.266471
283		0.265142
283.1		0.263819
283.2		0.262503
283.3		0.261194
283.4		0.259891
283.5		0.258595
283.6		0.257305
283.7		0.256022
283.8		0.254745
283.9		0.253475
284		0.25221
284.1		0.250953
284.2		0.249701
284.3		0.248456
284.4		0.247216
284.5		0.245983
284.6		0.244757
284.7		0.243536
284.8		0.242321
284.9		0.241113
285		0.23991
285.1		0.238713
285.2		0.237523
285.3		0.236338
285.4		0.235159
285.5		0.233987
285.6		0.23282
285.7		0.231658
285.8		0.230503
285.9		0.229353
286		0.228209
286.1		0.227071
286.2		0.225939
286.3		0.224812
286.4		0.223691
286.5		0.222575
286.6		0.221465
286.7		0.22036
286.8		0.219261
286.9		0.218168
287		0.21708
287.1		0.215997
287.2		0.21492
287.3		0.213848
287.4		0.212781
287.5		0.21172
287.6		0.210664
287.7		0.209613
287.8		0.208568
287.9		0.207528
288		0.206492
288.1		0.205463
288.2		0.204438
288.3		0.203418
288.4		0.202404
288.5		0.201394
288.6		0.20039
288.7		0.19939
288.8		0.198396
288.9		0.197406
289		0.196422
289.1		0.195442
289.2		0.194467
289.3		0.193497
289.4		0.192532
289.5		0.191572
289.6		0.190617
289.7		0.189666
289.8		0.18872
289.9		0.187779
290		0.186842
290.1		0.18591
290.2		0.184983
290.3		0.18406
290.4		0.183142
290.5		0.182229
290.6		0.18132
290.7		0.180416
290.8		0.179516
290.9		0.178621
291		0.17773
291.1		0.176843
291.2		0.175961
291.3		0.175084
291.4		0.17421
291.5		0.173342
291.6		0.172477
291.7		0.171617
291.8		0.170761
291.9		0.169909
292		0.169062
292.1		0.168219
292.2		0.16738
292.3		0.166545
292.4		0.165714
292.5		0.164888
292.6		0.164065
292.7		0.163247
292.8		0.162433
292.9		0.161623
293		0.160816
293.1		0.160014
293.2		0.159216
293.3		0.158422
293.4		0.157632
293.5		0.156846
293.6		0.156064
293.7		0.155285
293.8		0.154511
293.9		0.15374
294		0.152973
294.1		0.15221
294.2		0.151451
294.3		0.150696
294.4		0.149944
294.5		0.149196
294.6		0.148452
294.7		0.147712
294.8		0.146975
294.9		0.146242
295		0.145513
295.1		0.144787
295.2		0.144065
295.3		0.143346
295.4		0.142631
295.5		0.14192
295.6		0.141212
295.7		0.140508
295.8		0.139807
295.9		0.13911
296		0.138416
296.1		0.137726
296.2		0.137039
296.3		0.136355
296.4		0.135675
296.5		0.134999
296.6		0.134325
296.7		0.133655
296.8		0.132989
296.9		0.132325
297		0.131665
297.1		0.131009
297.2		0.130355
297.3		0.129705
297.4		0.129058
297.5		0.128415
297.6		0.127774
297.7		0.127137
297.8		0.126503
297.9		0.125872
298		0.125244
298.1		0.124619
298.2		0.123998
298.3		0.123379
298.4		0.122764
298.5		0.122152
298.6		0.121542
298.7		0.120936
298.8		0.120333
298.9		0.119733
299		0.119136
299.1		0.118542
299.2		0.11795
299.3		0.117362
299.4		0.116777
299.5		0.116194
299.6		0.115615
299.7		0.115038
299.8		0.114464
299.9		0.113894
300		0.113325
300.1		0.11276
300.2		0.112198
300.3		0.111638
300.4		0.111081
300.5		0.110527
300.6		0.109976
300.7		0.109428
300.8		0.108882
300.9		0.108339
301		0.107799
301.1		0.107261
301.2		0.106726
301.3		0.106194
301.4		0.105664
301.5		0.105137
301.6		0.104613
301.7		0.104091
301.8		0.103572
301.9		0.103055
302		0.102541
302.1		0.10203
302.2		0.101521
302.3		0.101014
302.4		0.100511
302.5		0.100009
302.6		0.0995106
302.7		0.0990143
302.8		0.0985204
302.9		0.0980291
303		0.0975401
303.1		0.0970536
303.2		0.0965696
303.3		0.0960879
303.4		0.0956087
303.5		0.0951319
303.6		0.0946574
303.7		0.0941853
303.8		0.0937155
303.9		0.0932481
304		0.092783
304.1		0.0923203
304.2		0.0918598
304.3		0.0914017
304.4		0.0909458
304.5		0.0904922
304.6		0.0900409
304.7		0.0895918
304.8		0.089145
304.9		0.0887004
305		0.088258
305.1		0.0878178
305.2		0.0873798
305.3		0.086944
305.4		0.0865103
305.5		0.0860789
305.6		0.0856495
305.7		0.0852224
305.8		0.0847973
305.9		0.0843744
306		0.0839536
306.1		0.0835348
306.2		0.0831182
306.3		0.0827037
306.4		0.0822912
306.5		0.0818807
306.6		0.0814724
306.7		0.081066
306.8		0.0806617
306.9		0.0802594
307		0.0798591
307.1		0.0794608
307.2		0.0790645
307.3		0.0786702
307.4		0.0782778
307.5		0.0778874
307.6		0.0774989
307.7		0.0771124
307.8		0.0767278
307.9		0.0763451
308		0.0759643
308.1		0.0755855
308.2		0.0752085
308.3		0.0748334
308.4		0.0744601
308.5		0.0740888
308.6		0.0737192
308.7		0.0733516
308.8		0.0729857
308.9		0.0726217
309		0.0722595
309.1		0.0718991
309.2		0.0715405
309.3		0.0711837
309.4		0.0708287
309.5		0.0704754
309.6		0.0701239
309.7		0.0697742
309.8		0.0694262
309.9		0.0690799
310		0.0687354
310.1		0.0683925
310.2		0.0680514
310.3		0.067712
310.4		0.0673743
310.5		0.0670383
310.6		0.0667039
310.7		0.0663712
310.8		0.0660402
310.9		0.0657108
311		0.0653831
311.1		0.065057
311.2		0.0647325
311.3		0.0644097
311.4		0.0640884
311.5		0.0637688
311.6		0.0634507
311.7		0.0631343
311.8		0.0628194
311.9		0.0625061
312		0.0621943
312.1		0.0618841
312.2		0.0615755
312.3		0.0612684
312.4		0.0609628
312.5		0.0606587
312.6		0.0603562
312.7		0.0600552
312.8		0.0597557
312.9		0.0594576
313		0.0591611
313.1		0.058866
313.2		0.0585724
313.3		0.0582803
313.4		0.0579896
313.5		0.0577004
313.6		0.0574126
313.7		0.0571263
313.8		0.0568413
313.9		0.0565578
314		0.0562758
314.1		0.0559951
314.2		0.0557158
314.3		0.0554379
314.4		0.0551614
314.5		0.0548863
314.6		0.0546126
314.7		0.0543402
314.8		0.0540692
314.9		0.0537995
315		0.0535312
315.1		0.0532642
315.2		0.0529985
315.3		0.0527342
315.4		0.0524712
315.5		0.0522095
315.6		0.0519491
315.7		0.05169
315.8		0.0514322
315.9		0.0511757
316		0.0509204
316.1		0.0506664
316.2		0.0504137
316.3		0.0501623
316.4		0.0499121
316.5		0.0496632
316.6		0.0494155
316.7		0.049169
316.8		0.0489238
316.9		0.0486798
317		0.048437
317.1		0.0481954
317.2		0.047955
317.3		0.0477159
317.4		0.0474779
317.5		0.0472411
317.6		0.0470055
317.7		0.046771
317.8		0.0465378
317.9		0.0463056
318		0.0460747
318.1		0.0458449
318.2		0.0456162
318.3		0.0453887
318.4		0.0451624
318.5		0.0449371
318.6		0.044713
318.7		0.04449
318.8		0.0442681
318.9		0.0440473
319		0.0438276
319.1		0.043609
319.2		0.0433915
319.3		0.0431751
319.4		0.0429598
319.5		0.0427455
319.6		0.0425323
319.7		0.0423202
319.8		0.0421091
319.9		0.0418991
320		0.0416901
320.1		0.0414822
320.2		0.0412753
320.3		0.0410694
320.4		0.0408646
320.5		0.0406608
320.6		0.040458
320.7		0.0402562
320.8		0.0400554
320.9		0.0398556
321		0.0396569
321.1		0.0394591
321.2		0.0392623
321.3		0.0390664
321.4		0.0388716
321.5		0.0386777
321.6		0.0384848
321.7		0.0382929
321.8		0.0381019
321.9		0.0379119
322		0.0377228
322.1		0.0375346
322.2		0.0373474
322.3		0.0371612
322.4		0.0369758
322.5		0.0367914
322.6		0.0366079
322.7		0.0364253
322.8		0.0362436
322.9		0.0360629
323		0.035883
323.1		0.035704
323.2		0.035526
323.3		0.0353488
323.4		0.0351725
323.5		0.0349971
323.6		0.0348225
323.7		0.0346488
323.8		0.034476
323.9		0.0343041
324		0.034133
324.1		0.0339627
324.2		0.0337933
324.3		0.0336248
324.4		0.0334571
324.5		0.0332902
324.6		0.0331242
324.7		0.032959
324.8		0.0327946
324.9		0.032631
325		0.0324683
325.1		0.0323064
325.2		0.0321452
325.3		0.0319849
325.4		0.0318254
325.5		0.0316666
325.6		0.0315087
325.7		0.0313516
325.8		0.0311952
325.9		0.0310396
326		0.0308848
326.1		0.0307308
326.2		0.0305775
326.3		0.030425
326.4		0.0302732
326.5		0.0301222
326.6		0.029972
326.7		0.0298225
326.8		0.0296738
326.9		0.0295258
327		0.0293785
327.1		0.029232
327.2		0.0290862
327.3		0.0289411
327.4		0.0287968
327.5		0.0286532
327.6		0.0285103
327.7		0.0283681
327.8		0.0282266
327.9		0.0280858
328		0.0279457
328.1		0.0278063
328.2		0.0276677
328.3		0.0275297
328.4		0.0273924
328.5		0.0272557
328.6		0.0271198
328.7		0.0269845
328.8		0.0268499
328.9		0.026716
329		0.0265828
329.1		0.0264502
329.2		0.0263183
329.3		0.026187
329.4		0.0260564
329.5		0.0259265
329.6		0.0257971
329.7		0.0256685
329.8		0.0255405
329.9		0.0254131
330		0.0252863
330.1		0.0251602
330.2		0.0250347
330.3		0.0249099
330.4		0.0247856
330.5		0.024662
330.6		0.024539
330.7		0.0244166
330.8		0.0242948
330.9		0.0241737
331		0.0240531
331.1		0.0239331
331.2		0.0238138
331.3		0.023695
331.4		0.0235768
331.5		0.0234592
331.6		0.0233422
331.7		0.0232258
331.8		0.02311
331.9		0.0229947
332		0.02288
332.1		0.0227659
332.2		0.0226524
332.3		0.0225394
332.4		0.022427
332.5		0.0223151
332.6		0.0222038
332.7		0.0220931
332.8		0.0219829
332.9		0.0218732
333		0.0217641
333.1		0.0216556
333.2		0.0215476
333.3		0.0214401
333.4		0.0213332
333.5		0.0212268
333.6		0.0211209
333.7		0.0210156
333.8		0.0209108
333.9		0.0208065
334		0.0207027
334.1		0.0205994
334.2		0.0204967
334.3		0.0203945
334.4		0.0202928
334.5		0.0201915
334.6		0.0200908
334.7		0.0199906
334.8		0.0198909
334.9		0.0197917
335		0.019693
335.1		0.0195948
335.2		0.0194971
335.3		0.0193998
335.4		0.0193031
335.5		0.0192068
335.6		0.019111
335.7		0.0190157
335.8		0.0189208
335.9		0.0188265
336		0.0187326
336.1		0.0186391
336.2		0.0185462
336.3		0.0184537
336.4		0.0183616
336.5		0.0182701
336.6		0.0181789
336.7		0.0180883
336.8		0.0179981
336.9		0.0179083
337		0.017819
337.1		0.0177301
337.2		0.0176417
337.3		0.0175537
337.4		0.0174661
337.5		0.017379
337.6		0.0172923
337.7		0.0172061
337.8		0.0171203
337.9		0.0170349
338		0.0169499
338.1		0.0168654
338.2		0.0167813
338.3		0.0166976
338.4		0.0166143
338.5		0.0165314
338.6		0.016449
338.7		0.0163669
338.8		0.0162853
338.9		0.0162041
339		0.0161233
339.1		0.0160429
339.2		0.0159628
339.3		0.0158832
339.4		0.015804
339.5		0.0157252
339.6		0.0156468
339.7		0.0155687
339.8		0.0154911
339.9		0.0154138
340		0.0153369
340.1		0.0152604
340.2		0.0151843
340.3		0.0151086
340.4		0.0150332
340.5		0.0149583
340.6		0.0148837
340.7		0.0148094
340.8		0.0147356
340.9		0.0146621
341		0.0145889
341.1		0.0145162
341.2		0.0144438
341.3		0.0143717
341.4		0.0143001
341.5		0.0142287
341.6		0.0141578
341.7		0.0140872
341.8		0.0140169
341.9		0.013947
342		0.0138774
342.1		0.0138082
342.2		0.0137393
342.3		0.0136708
342.4		0.0136026
342.5		0.0135348
342.6		0.0134673
342.7		0.0134001
342.8		0.0133333
342.9		0.0132668
343		0.0132006
343.1		0.0131348
343.2		0.0130693
343.3		0.0130041
343.4		0.0129392
343.5		0.0128747
343.6		0.0128105
343.7		0.0127466
343.8		0.012683
343.9		0.0126198
344		0.0125568
344.1		0.0124942
344.2		0.0124319
344.3		0.0123699
344.4		0.0123082
344.5		0.0122468
344.6		0.0121857
344.7		0.0121249
344.8		0.0120645
344.9		0.0120043
345		0.0119444
345.1		0.0118848
345.2		0.0118256
345.3		0.0117666
345.4		0.0117079
345.5		0.0116495
345.6		0.0115914
345.7		0.0115336
345.8		0.0114761
345.9		0.0114188
346		0.0113619
346.1		0.0113052
346.2		0.0112488
346.3		0.0111927
346.4		0.0111369
346.5		0.0110814
346.6		0.0110261
346.7		0.0109711
346.8		0.0109164
346.9		0.0108619
347		0.0108078
347.1		0.0107539
347.2		0.0107002
347.3		0.0106468
347.4		0.0105937
