SIMULATION : Neuron membrane potential over time 0.1

The time incrementation between each measure is : 0.1 ms
Total simulation time : 500.2 ms

Time (ms) 	 V (mV) 
204		3.82836
204.1		3.80927
204.2		3.79027
204.3		3.77136
204.4		3.75256
204.5		3.73384
204.6		3.71522
204.7		3.69669
204.8		3.67825
204.9		3.6599
205		3.64165
205.1		3.62349
205.2		3.60542
205.3		3.58743
205.4		3.56954
205.5		3.55174
205.6		3.53402
205.7		3.5164
205.8		3.49886
205.9		3.48141
206		3.46404
206.1		3.44677
206.2		3.42958
206.3		3.41247
206.4		3.39545
206.5		3.37852
206.6		3.36167
206.7		3.3449
206.8		3.32822
206.9		3.31162
207		3.2951
207.1		3.27867
207.2		3.26231
207.3		3.24604
207.4		3.22985
207.5		3.21375
207.6		3.19772
207.7		3.18177
207.8		3.1659
207.9		3.15011
208		3.1344
208.1		3.11876
208.2		3.10321
208.3		3.08773
208.4		3.07233
208.5		3.05701
208.6		3.04176
208.7		3.02659
208.8		3.0115
208.9		2.99648
209		2.98153
209.1		2.96666
209.2		2.95186
209.3		2.93714
209.4		2.92249
209.5		2.90792
209.6		2.89341
209.7		2.87898
209.8		2.86462
209.9		2.85034
210		2.83612
210.1		2.82197
210.2		2.8079
210.3		2.7939
210.4		2.77996
210.5		2.7661
210.6		2.7523
210.7		2.73857
210.8		2.72491
210.9		2.71132
211		2.6978
211.1		2.68435
211.2		2.67096
211.3		2.65764
211.4		2.64438
211.5		2.63119
211.6		2.61807
211.7		2.60501
211.8		2.59202
211.9		17.5791
212		17.4914
212.1		17.4042
212.2		17.3174
212.3		17.231
212.4		17.1451
212.5		17.0596
212.6		16.9745
212.7		16.8898
212.8		16.8056
212.9		16.7217
213		16.6383
213.1		16.5554
213.2		16.4728
213.3		16.3906
213.4		16.3089
213.5		16.2275
213.6		16.1466
213.7		16.0661
213.8		15.9859
213.9		15.9062
214		15.8269
214.1		15.7479
214.2		15.6694
214.3		15.5913
214.4		15.5135
214.5		15.4361
214.6		15.3591
214.7		15.2825
214.8		15.2063
214.9		15.1305
215		15.055
215.1		14.9799
215.2		14.9052
215.3		14.8309
215.4		14.7569
215.5		14.6833
215.6		14.6101
215.7		14.5372
215.8		14.4647
215.9		14.3925
216		14.3208
216.1		14.2493
216.2		14.1783
216.3		14.1076
216.4		14.0372
216.5		13.9672
216.6		13.8975
216.7		13.8282
216.8		13.7592
216.9		13.6906
217		13.6223
217.1		13.5544
217.2		13.4868
217.3		13.4195
217.4		13.3526
217.5		13.286
217.6		13.2197
217.7		13.1538
217.8		13.0882
217.9		13.0229
218		12.958
218.1		12.8933
218.2		12.829
218.3		12.765
218.4		12.7014
218.5		12.638
218.6		12.575
218.7		12.5123
218.8		12.4499
218.9		12.3878
219		12.326
219.1		12.2645
219.2		12.2033
219.3		12.1425
219.4		12.0819
219.5		12.0217
219.6		11.9617
219.7		11.902
219.8		11.8427
219.9		11.7836
220		11.7248
220.1		11.6664
220.2		11.6082
220.3		11.5503
220.4		11.4927
220.5		11.4354
220.6		11.3783
220.7		11.3216
220.8		11.2651
220.9		11.2089
221		11.153
221.1		11.0974
221.2		11.042
221.3		10.987
221.4		10.9322
221.5		10.8776
221.6		10.8234
221.7		10.7694
221.8		10.7157
221.9		10.6623
222		10.6091
222.1		10.5562
222.2		10.5035
222.3		10.4511
222.4		10.399
222.5		10.3471
222.6		10.2955
222.7		10.2442
222.8		10.1931
222.9		10.1423
223		10.0917
223.1		10.0413
223.2		9.99125
223.3		9.94142
223.4		9.89184
223.5		9.8425
223.6		9.79341
223.7		9.74457
223.8		9.69597
223.9		9.64761
224		9.59949
224.1		9.55161
224.2		9.50398
224.3		9.45657
224.4		9.40941
224.5		9.36248
224.6		9.31578
224.7		9.26932
224.8		9.22309
224.9		9.17709
225		9.13132
225.1		9.08578
225.2		9.04046
225.3		8.99537
225.4		8.95051
225.5		8.90587
225.6		8.86145
225.7		8.81725
225.8		8.77328
225.9		8.72952
226		8.68598
226.1		8.64266
226.2		8.59955
226.3		8.55666
226.4		8.51399
226.5		8.47152
226.6		8.42927
226.7		8.38723
226.8		8.3454
226.9		8.30377
227		8.26236
227.1		8.22115
227.2		8.18015
227.3		8.13935
227.4		8.09875
227.5		8.05836
227.6		8.01817
227.7		7.97818
227.8		7.93839
227.9		7.89879
228		7.8594
228.1		7.8202
228.2		7.7812
228.3		7.74239
228.4		7.70377
228.5		7.66535
228.6		7.62712
228.7		7.58908
228.8		7.55123
228.9		7.51357
229		7.47609
229.1		7.4388
229.2		7.4017
229.3		7.36479
229.4		7.32806
229.5		7.29151
229.6		7.25514
229.7		7.21895
229.8		7.18295
229.9		7.14712
230		7.11148
230.1		7.07601
230.2		7.04072
230.3		7.0056
230.4		6.97066
230.5		6.9359
230.6		6.9013
230.7		6.86688
230.8		6.83263
230.9		6.79856
231		6.76465
231.1		6.73091
231.2		6.69734
231.3		6.66394
231.4		6.6307
231.5		6.59763
231.6		6.56472
231.7		6.53198
231.8		6.4994
231.9		6.46699
232		6.43473
232.1		6.40264
232.2		6.37071
232.3		6.33893
232.4		6.30732
232.5		6.27586
232.6		6.24456
232.7		6.21341
232.8		6.18242
232.9		6.15159
233		6.12091
233.1		6.09038
233.2		6.06
233.3		6.02978
233.4		5.9997
233.5		5.96978
233.6		5.94001
233.7		5.91038
233.8		5.8809
233.9		5.85157
234		5.82239
234.1		5.79335
234.2		5.76445
234.3		5.7357
234.4		5.7071
234.5		5.67863
234.6		5.65031
234.7		5.62213
234.8		5.59409
234.9		5.56619
235		5.53843
235.1		5.5108
235.2		5.48332
235.3		5.45597
235.4		5.42876
235.5		5.40168
235.6		5.37474
235.7		5.34793
235.8		5.32126
235.9		5.29472
236		5.26831
236.1		5.24204
236.2		5.21589
236.3		5.18988
236.4		5.16399
236.5		5.13824
236.6		5.11261
236.7		5.08711
236.8		5.06174
236.9		5.03649
237		5.01137
237.1		4.98638
237.2		4.96151
237.3		4.93676
237.4		4.91214
237.5		4.88764
237.6		4.86327
237.7		4.83901
237.8		4.81488
237.9		4.79086
238		4.76697
238.1		4.74319
238.2		4.71953
238.3		4.696
238.4		4.67257
238.5		4.64927
238.6		4.62608
238.7		4.60301
238.8		4.58005
238.9		4.55721
239		4.53448
239.1		4.51186
239.2		4.48936
239.3		4.46697
239.4		4.44469
239.5		4.42252
239.6		4.40046
239.7		4.37852
239.8		4.35668
239.9		4.33495
240		4.31333
240.1		4.29182
240.2		4.27041
240.3		4.24911
240.4		4.22792
240.5		4.20683
240.6		4.18585
240.7		4.16497
240.8		4.1442
240.9		4.12353
241		4.10297
241.1		4.0825
241.2		4.06214
241.3		4.04188
241.4		4.02172
241.5		4.00166
241.6		3.98171
241.7		3.96185
241.8		3.94209
241.9		3.92243
242		3.90286
242.1		3.8834
242.2		3.86403
242.3		3.84476
242.4		3.82558
242.5		3.8065
242.6		3.78752
242.7		3.76862
242.8		3.74983
242.9		3.73113
243		3.71252
243.1		3.694
243.2		3.67558
243.3		3.65725
243.4		3.639
243.5		3.62085
243.6		3.6028
243.7		3.58483
243.8		3.56695
243.9		3.54916
244		3.53146
244.1		3.51384
244.2		3.49632
244.3		3.47888
244.4		3.46153
244.5		3.44426
244.6		3.42709
244.7		3.40999
244.8		3.39299
244.9		3.37606
245		3.35922
245.1		3.34247
245.2		3.3258
245.3		3.30921
245.4		3.29271
245.5		3.27629
245.6		3.25994
245.7		3.24369
245.8		3.22751
245.9		3.21141
246		3.19539
246.1		3.17946
246.2		3.1636
246.3		3.14782
246.4		3.13212
246.5		3.1165
246.6		3.10096
246.7		3.08549
246.8		3.0701
246.9		3.05479
247		3.03955
247.1		3.02439
247.2		3.00931
247.3		2.9943
247.4		2.97936
247.5		2.96451
247.6		2.94972
247.7		2.93501
247.8		2.92037
247.9		2.9058
248		2.89131
248.1		2.87689
248.2		2.86254
248.3		2.84827
248.4		2.83406
248.5		2.81992
248.6		2.80586
248.7		2.79187
248.8		2.77794
248.9		2.76409
249		2.7503
249.1		2.73658
249.2		2.72293
249.3		2.70935
249.4		2.69584
249.5		2.6824
249.6		2.66902
249.7		2.65571
249.8		2.64246
249.9		17.6293
250		17.5414
250.1		17.4539
250.2		17.3668
250.3		17.2802
250.4		17.194
250.5		17.1083
250.6		17.0229
250.7		16.938
250.8		16.8535
250.9		16.7695
251		16.6859
251.1		16.6026
251.2		16.5198
251.3		16.4374
251.4		16.3555
251.5		16.2739
251.6		16.1927
251.7		16.1119
251.8		16.0316
251.9		15.9516
252		15.8721
252.1		15.7929
252.2		15.7141
252.3		15.6358
252.4		15.5578
252.5		15.4802
252.6		15.403
252.7		15.3262
252.8		15.2497
252.9		15.1737
253		15.098
253.1		15.0227
253.2		14.9478
253.3		14.8732
253.4		14.799
253.5		14.7252
253.6		14.6518
253.7		14.5787
253.8		14.506
253.9		14.4336
254		14.3616
254.1		14.29
254.2		14.2187
254.3		14.1478
254.4		14.0773
254.5		14.0071
254.6		13.9372
254.7		13.8677
254.8		13.7985
254.9		13.7297
255		13.6612
255.1		13.5931
255.2		13.5253
255.3		13.4578
255.4		13.3907
255.5		13.3239
255.6		13.2575
255.7		13.1913
255.8		13.1256
255.9		13.0601
256		12.995
256.1		12.9301
256.2		12.8657
256.3		12.8015
256.4		12.7376
256.5		12.6741
256.6		12.6109
256.7		12.548
256.8		12.4854
256.9		12.4231
257		12.3612
257.1		12.2995
257.2		12.2382
257.3		12.1771
257.4		12.1164
257.5		12.056
257.6		11.9959
257.7		11.936
257.8		11.8765
257.9		11.8173
258		11.7583
258.1		11.6997
258.2		11.6413
258.3		11.5833
258.4		11.5255
258.5		11.468
258.6		11.4108
258.7		11.3539
258.8		11.2973
258.9		11.2409
259		11.1849
259.1		11.1291
259.2		11.0736
259.3		11.0183
259.4		10.9634
259.5		10.9087
259.6		10.8543
259.7		10.8002
259.8		10.7463
259.9		10.6927
260		10.6394
260.1		10.5863
260.2		10.5335
260.3		10.481
260.4		10.4287
260.5		10.3767
260.6		10.3249
260.7		10.2734
260.8		10.2222
260.9		10.1712
261		10.1205
261.1		10.07
261.2		10.0198
261.3		9.96981
261.4		9.92008
261.5		9.87061
261.6		9.82138
261.7		9.77239
261.8		9.72365
261.9		9.67515
262		9.6269
262.1		9.57888
262.2		9.53111
262.3		9.48357
262.4		9.43627
262.5		9.38921
262.6		9.34238
262.7		9.29579
262.8		9.24942
262.9		9.20329
263		9.15739
263.1		9.11172
263.2		9.06627
263.3		9.02105
263.4		8.97606
263.5		8.93129
263.6		8.88675
263.7		8.84243
263.8		8.79832
263.9		8.75444
264		8.71078
264.1		8.66733
264.2		8.6241
264.3		8.58109
264.4		8.53829
264.5		8.49571
264.6		8.45334
264.7		8.41117
264.8		8.36922
264.9		8.32748
265		8.28595
265.1		8.24462
265.2		8.2035
265.3		8.16259
265.4		8.12188
265.5		8.08137
265.6		8.04106
265.7		8.00096
265.8		7.96105
265.9		7.92135
266		7.88184
266.1		7.84253
266.2		7.80341
266.3		7.76449
266.4		7.72577
266.5		7.68724
266.6		7.64889
266.7		7.61075
266.8		7.57279
266.9		7.53502
267		7.49744
267.1		7.46004
267.2		7.42284
267.3		7.38581
267.4		7.34898
267.5		7.31232
267.6		7.27585
267.7		7.23957
267.8		7.20346
267.9		7.16753
268		7.13178
268.1		7.09621
268.2		7.06082
268.3		7.0256
268.4		6.99056
268.5		6.9557
268.6		6.92101
268.7		6.88649
268.8		6.85214
268.9		6.81797
269		6.78396
269.1		6.75013
269.2		6.71646
269.3		6.68296
269.4		6.64963
269.5		6.61646
269.6		6.58346
269.7		6.55063
269.8		6.51796
269.9		6.48545
270		6.4531
270.1		6.42092
270.2		6.38889
270.3		6.35703
270.4		6.32532
270.5		6.29378
270.6		6.26239
270.7		6.23115
270.8		6.20007
270.9		6.16915
271		6.13838
271.1		6.10777
271.2		6.0773
271.3		6.04699
271.4		6.01683
271.5		5.98682
271.6		5.95697
271.7		5.92725
271.8		5.89769
271.9		5.86828
272		5.83901
272.1		5.80989
272.2		5.78091
272.3		5.75208
272.4		5.72339
272.5		5.69484
272.6		5.66644
272.7		5.63818
272.8		5.61006
272.9		5.58208
273		5.55424
273.1		5.52654
273.2		5.49897
273.3		5.47155
273.4		5.44426
273.5		5.4171
273.6		5.39009
273.7		5.3632
273.8		5.33645
273.9		5.30984
274		5.28335
274.1		5.257
274.2		5.23078
274.3		5.2047
274.4		5.17874
274.5		5.15291
274.6		5.12721
274.7		5.10164
274.8		5.07619
274.9		5.05087
275		5.02568
275.1		5.00062
275.2		4.97568
275.3		4.95086
275.4		4.92617
275.5		4.9016
275.6		4.87715
275.7		4.85283
275.8		4.82862
275.9		4.80454
276		4.78058
276.1		4.75673
276.2		4.73301
276.3		4.7094
276.4		4.68591
276.5		4.66254
276.6		4.63929
276.7		4.61615
276.8		4.59313
276.9		4.57022
277		4.54743
277.1		4.52474
277.2		4.50218
277.3		4.47972
277.4		4.45738
277.5		4.43515
277.6		4.41303
277.7		4.39102
277.8		4.36912
277.9		4.34733
278		4.32564
278.1		4.30407
278.2		4.2826
278.3		4.26124
278.4		4.23999
278.5		4.21884
278.6		4.1978
278.7		4.17687
278.8		4.15603
278.9		4.13531
279		4.11468
279.1		4.09416
279.2		4.07374
279.3		4.05342
279.4		4.0332
279.5		4.01309
279.6		3.99307
279.7		3.97316
279.8		3.95334
279.9		3.93362
280		3.91401
280.1		3.89448
280.2		3.87506
280.3		3.85573
280.4		3.8365
280.5		3.81737
280.6		3.79833
280.7		3.77938
280.8		3.76053
280.9		3.74178
281		3.72312
281.1		3.70455
281.2		3.68607
281.3		3.66769
281.4		3.64939
281.5		3.63119
281.6		3.61308
281.7		3.59506
281.8		3.57713
281.9		3.55929
282		3.54154
282.1		3.52387
282.2		3.5063
282.3		3.48881
282.4		3.47141
282.5		3.4541
282.6		3.43687
282.7		3.41973
282.8		3.40267
282.9		3.3857
283		3.36882
283.1		3.35201
283.2		3.3353
283.3		3.31866
283.4		3.30211
283.5		3.28564
283.6		3.26925
283.7		3.25295
283.8		3.23672
283.9		3.22058
284		3.20452
284.1		3.18853
284.2		3.17263
284.3		3.15681
284.4		3.14106
284.5		3.1254
284.6		3.10981
284.7		3.0943
284.8		3.07887
284.9		3.06351
285		3.04823
285.1		3.03303
285.2		3.0179
285.3		3.00285
285.4		2.98787
285.5		2.97297
285.6		2.95814
285.7		2.94339
285.8		2.92871
285.9		2.9141
286		2.89957
286.1		2.8851
286.2		2.87072
286.3		2.8564
286.4		2.84215
286.5		2.82798
286.6		2.81387
286.7		2.79984
286.8		2.78587
286.9		2.77198
287		2.75815
287.1		2.7444
287.2		2.73071
287.3		2.71709
287.4		2.70354
287.5		2.69005
287.6		2.67664
287.7		2.66329
287.8		2.65
287.9		17.6368
288		17.5488
288.1		17.4613
288.2		17.3742
288.3		17.2876
288.4		17.2013
288.5		17.1155
288.6		17.0302
288.7		16.9452
288.8		16.8607
288.9		16.7766
289		16.693
289.1		16.6097
289.2		16.5269
289.3		16.4444
289.4		16.3624
289.5		16.2808
289.6		16.1996
289.7		16.1188
289.8		16.0384
289.9		15.9584
290		15.8788
290.1		15.7996
290.2		15.7208
290.3		15.6424
290.4		15.5644
290.5		15.4868
290.6		15.4095
290.7		15.3327
290.8		15.2562
290.9		15.1801
291		15.1044
291.1		15.0291
291.2		14.9541
291.3		14.8795
291.4		14.8053
291.5		14.7315
291.6		14.658
291.7		14.5849
291.8		14.5122
291.9		14.4398
292		14.3678
292.1		14.2961
292.2		14.2248
292.3		14.1539
292.4		14.0833
292.5		14.013
292.6		13.9431
292.7		13.8736
292.8		13.8044
292.9		13.7355
293		13.667
293.1		13.5989
293.2		13.531
293.3		13.4636
293.4		13.3964
293.5		13.3296
293.6		13.2631
293.7		13.197
293.8		13.1311
293.9		13.0657
294		13.0005
294.1		12.9356
294.2		12.8711
294.3		12.8069
294.4		12.7431
294.5		12.6795
294.6		12.6163
294.7		12.5533
294.8		12.4907
294.9		12.4284
295		12.3664
295.1		12.3048
295.2		12.2434
295.3		12.1823
295.4		12.1216
295.5		12.0611
295.6		12.001
295.7		11.9411
295.8		11.8816
295.9		11.8223
296		11.7633
296.1		11.7047
296.2		11.6463
296.3		11.5882
296.4		11.5304
296.5		11.4729
296.6		11.4157
296.7		11.3587
296.8		11.3021
296.9		11.2457
297		11.1896
297.1		11.1338
297.2		11.0783
297.3		11.023
297.4		10.9681
297.5		10.9134
297.6		10.8589
297.7		10.8048
297.8		10.7509
297.9		10.6973
298		10.6439
298.1		10.5908
298.2		10.538
298.3		10.4854
298.4		10.4331
298.5		10.3811
298.6		10.3293
298.7		10.2778
298.8		10.2265
298.9		10.1755
299		10.1248
299.1		10.0743
299.2		10.024
299.3		9.97405
299.4		9.92431
299.5		9.87481
299.6		9.82556
299.7		9.77655
299.8		9.72779
299.9		9.67927
300		9.631
300.1		9.58296
300.2		9.53517
300.3		9.48761
300.4		9.44029
300.5		9.39321
300.6		9.34636
300.7		9.29974
300.8		9.25336
300.9		9.20721
301		9.16129
301.1		9.1156
301.2		9.07013
301.3		9.0249
301.4		8.97988
301.5		8.9351
301.6		8.89053
301.7		8.84619
301.8		8.80207
301.9		8.75817
302		8.71449
302.1		8.67102
302.2		8.62778
302.3		8.58475
302.4		8.54193
302.5		8.49933
302.6		8.45694
302.7		8.41476
302.8		8.37279
302.9		8.33103
303		8.28948
303.1		8.24813
303.2		8.207
303.3		8.16606
303.4		8.12533
303.5		8.08481
303.6		8.04449
303.7		8.00436
303.8		7.96444
303.9		7.92472
304		7.88519
304.1		7.84587
304.2		7.80674
304.3		7.7678
304.4		7.72906
304.5		7.69051
304.6		7.65215
304.7		7.61399
304.8		7.57601
304.9		7.53823
305		7.50063
305.1		7.46322
305.2		7.426
305.3		7.38896
305.4		7.35211
305.5		7.31544
305.6		7.27895
305.7		7.24265
305.8		7.20653
305.9		7.17058
306		7.13482
306.1		7.09923
306.2		7.06383
306.3		7.0286
306.4		6.99354
306.5		6.95866
306.6		6.92395
306.7		6.88942
306.8		6.85506
306.9		6.82087
307		6.78685
307.1		6.753
307.2		6.71932
307.3		6.68581
307.4		6.65246
307.5		6.61928
307.6		6.58627
307.7		6.55342
307.8		6.52073
307.9		6.48821
308		6.45585
308.1		6.42365
308.2		6.39161
308.3		6.35974
308.4		6.32802
308.5		6.29646
308.6		6.26505
308.7		6.2338
308.8		6.20271
308.9		6.17178
309		6.141
309.1		6.11037
309.2		6.07989
309.3		6.04957
309.4		6.0194
309.5		5.98937
309.6		5.9595
309.7		5.92978
309.8		5.9002
309.9		5.87078
310		5.8415
310.1		5.81236
310.2		5.78337
310.3		5.75453
310.4		5.72583
310.5		5.69727
310.6		5.66885
310.7		5.64058
310.8		5.61245
310.9		5.58446
311		5.5566
311.1		5.52889
311.2		5.50131
311.3		5.47388
311.4		5.44657
311.5		5.41941
311.6		5.39238
311.7		5.36549
311.8		5.33873
311.9		5.3121
312		5.2856
312.1		5.25924
312.2		5.23301
312.3		5.20691
312.4		5.18094
312.5		5.1551
312.6		5.12939
312.7		5.10381
312.8		5.07835
312.9		5.05302
313		5.02782
313.1		5.00275
313.2		4.97779
313.3		4.95297
313.4		4.92826
313.5		4.90368
313.6		4.87923
313.7		4.85489
313.8		4.83068
313.9		4.80659
314		4.78261
314.1		4.75876
314.2		4.73502
314.3		4.71141
314.4		4.68791
314.5		4.66453
314.6		4.64126
314.7		4.61812
314.8		4.59508
314.9		4.57217
315		4.54936
315.1		4.52667
315.2		4.50409
315.3		4.48163
315.4		4.45928
315.5		4.43704
315.6		4.41491
315.7		4.39289
315.8		4.37098
315.9		4.34918
316		4.32749
316.1		4.3059
316.2		4.28443
316.3		4.26306
316.4		4.2418
316.5		4.22064
316.6		4.19959
316.7		4.17864
316.8		4.1578
316.9		4.13707
317		4.11643
317.1		4.0959
317.2		4.07547
317.3		4.05515
317.4		4.03492
317.5		4.0148
317.6		3.99477
317.7		3.97485
317.8		3.95502
317.9		3.9353
318		3.91567
318.1		3.89614
318.2		3.87671
318.3		3.85737
318.4		3.83814
318.5		3.81899
318.6		3.79995
318.7		3.78099
318.8		3.76214
318.9		3.74337
319		3.7247
319.1		3.70613
319.2		3.68764
319.3		3.66925
319.4		3.65095
319.5		3.63274
319.6		3.61462
319.7		3.59659
319.8		3.57865
319.9		3.56081
320		3.54305
320.1		3.52538
320.2		3.50779
320.3		3.4903
320.4		3.47289
320.5		3.45557
320.6		3.43833
320.7		3.42118
320.8		3.40412
320.9		3.38714
321		3.37025
321.1		3.35344
321.2		3.33672
321.3		3.32007
321.4		3.30351
321.5		3.28704
321.6		3.27064
321.7		3.25433
321.8		3.2381
321.9		3.22195
322		3.20588
322.1		3.18989
322.2		3.17398
322.3		3.15815
322.4		3.1424
322.5		3.12673
322.6		3.11113
322.7		3.09562
322.8		3.08018
322.9		3.06481
323		3.04953
323.1		3.03432
323.2		3.01918
323.3		3.00413
323.4		2.98914
323.5		2.97424
323.6		2.9594
323.7		2.94464
323.8		2.92995
323.9		2.91534
324		2.9008
324.1		2.88633
324.2		2.87194
324.3		2.85761
324.4		2.84336
324.5		2.82918
324.6		2.81507
324.7		2.80103
324.8		2.78706
324.9		2.77316
325		2.75933
325.1		2.74557
325.2		2.73187
325.3		2.71825
325.4		2.70469
325.5		2.6912
325.6		2.67778
325.7		2.66442
325.8		2.65113
325.9		17.6379
326		17.5499
326.1		17.4624
326.2		17.3753
326.3		17.2887
326.4		17.2024
326.5		17.1166
326.6		17.0313
326.7		16.9463
326.8		16.8618
326.9		16.7777
327		16.694
327.1		16.6108
327.2		16.5279
327.3		16.4455
327.4		16.3635
327.5		16.2818
327.6		16.2006
327.7		16.1198
327.8		16.0394
327.9		15.9594
328		15.8798
328.1		15.8006
328.2		15.7218
328.3		15.6434
328.4		15.5654
328.5		15.4878
328.6		15.4105
328.7		15.3337
328.8		15.2572
328.9		15.1811
329		15.1054
329.1		15.03
329.2		14.9551
329.3		14.8805
329.4		14.8063
329.5		14.7324
329.6		14.6589
329.7		14.5858
329.8		14.5131
329.9		14.4407
330		14.3687
330.1		14.297
330.2		14.2257
330.3		14.1548
330.4		14.0842
330.5		14.0139
330.6		13.944
330.7		13.8745
330.8		13.8053
330.9		13.7364
331		13.6679
331.1		13.5997
331.2		13.5319
331.3		13.4644
331.4		13.3973
331.5		13.3304
331.6		13.264
331.7		13.1978
331.8		13.132
331.9		13.0665
332		13.0013
332.1		12.9365
332.2		12.872
332.3		12.8078
332.4		12.7439
332.5		12.6803
332.6		12.6171
332.7		12.5541
332.8		12.4915
332.9		12.4292
333		12.3672
333.1		12.3056
333.2		12.2442
333.3		12.1831
333.4		12.1223
333.5		12.0619
333.6		12.0017
333.7		11.9419
333.8		11.8823
333.9		11.823
334		11.7641
334.1		11.7054
334.2		11.647
334.3		11.5889
334.4		11.5311
334.5		11.4736
334.6		11.4164
334.7		11.3595
334.8		11.3028
334.9		11.2464
335		11.1903
335.1		11.1345
335.2		11.079
335.3		11.0237
335.4		10.9688
335.5		10.914
335.6		10.8596
335.7		10.8054
335.8		10.7516
335.9		10.6979
336		10.6446
336.1		10.5915
336.2		10.5387
336.3		10.4861
336.4		10.4338
336.5		10.3818
336.6		10.33
336.7		10.2785
336.8		10.2272
336.9		10.1762
337		10.1254
337.1		10.0749
337.2		10.0247
337.3		9.97469
337.4		9.92494
337.5		9.87544
337.6		9.82618
337.7		9.77717
337.8		9.72841
337.9		9.67989
338		9.63161
338.1		9.58357
338.2		9.53578
338.3		9.48822
338.4		9.44089
338.5		9.39381
338.6		9.34695
338.7		9.30034
338.8		9.25395
338.9		9.2078
339		9.16187
339.1		9.11618
339.2		9.07071
339.3		9.02547
339.4		8.98046
339.5		8.93566
339.6		8.8911
339.7		8.84675
339.8		8.80263
339.9		8.75873
340		8.71504
340.1		8.67158
340.2		8.62833
340.3		8.58529
340.4		8.54247
340.5		8.49987
340.6		8.45747
340.7		8.41529
340.8		8.37332
340.9		8.33156
341		8.29
341.1		8.24866
341.2		8.20752
341.3		8.16658
341.4		8.12585
341.5		8.08532
341.6		8.045
341.7		8.00487
341.8		7.96495
341.9		7.92522
342		7.8857
342.1		7.84637
342.2		7.80723
342.3		7.76829
342.4		7.72955
342.5		7.691
342.6		7.65264
342.7		7.61447
342.8		7.57649
342.9		7.53871
343		7.50111
343.1		7.46369
343.2		7.42647
343.3		7.38943
343.4		7.35257
343.5		7.3159
343.6		7.27942
343.7		7.24311
343.8		7.20698
343.9		7.17104
344		7.13527
344.1		7.09969
344.2		7.06428
344.3		7.02904
344.4		6.99399
344.5		6.9591
344.6		6.92439
344.7		6.88986
344.8		6.8555
344.9		6.8213
345		6.78728
345.1		6.75343
345.2		6.71975
345.3		6.68623
345.4		6.65288
345.5		6.6197
345.6		6.58669
345.7		6.55384
345.8		6.52115
345.9		6.48862
346		6.45626
346.1		6.42406
346.2		6.39202
346.3		6.36014
346.4		6.32842
346.5		6.29686
346.6		6.26545
346.7		6.2342
346.8		6.20311
346.9		6.17217
347		6.14139
347.1		6.11076
347.2		6.08028
347.3		6.04995
347.4		6.01978
347.5		5.98976
347.6		5.95988
347.7		5.93016
347.8		5.90058
347.9		5.87115
348		5.84187
348.1		5.81273
348.2		5.78374
348.3		5.75489
348.4		5.72619
348.5		5.69763
348.6		5.66921
348.7		5.64094
348.8		5.6128
348.9		5.58481
349		5.55696
349.1		5.52924
349.2		5.50166
349.3		5.47422
349.4		5.44692
349.5		5.41975
349.6		5.39272
349.7		5.36583
349.8		5.33907
349.9		5.31244
350		5.28594
350.1		5.25958
350.2		5.23334
350.3		5.20724
350.4		5.18127
350.5		5.15543
350.6		5.12972
350.7		5.10413
350.8		5.07868
350.9		5.05335
351		5.02814
351.1		5.00306
351.2		4.97811
351.3		4.95328
351.4		4.92858
351.5		4.904
351.6		4.87954
351.7		4.8552
351.8		4.83099
351.9		4.80689
352		4.78292
352.1		4.75906
352.2		4.73533
352.3		4.71171
352.4		4.68821
352.5		4.66483
352.6		4.64156
352.7		4.61841
352.8		4.59538
352.9		4.57246
353		4.54965
353.1		4.52696
353.2		4.50438
353.3		4.48192
353.4		4.45956
353.5		4.43732
353.6		4.41519
353.7		4.39317
353.8		4.37126
353.9		4.34946
354		4.32776
354.1		4.30618
354.2		4.2847
354.3		4.26333
354.4		4.24207
354.5		4.22091
354.6		4.19986
354.7		4.17891
354.8		4.15807
354.9		4.13733
355		4.11669
355.1		4.09616
355.2		4.07573
355.3		4.0554
355.4		4.03518
355.5		4.01505
355.6		3.99503
355.7		3.9751
355.8		3.95528
355.9		3.93555
356		3.91592
356.1		3.89639
356.2		3.87696
356.3		3.85762
356.4		3.83838
356.5		3.81924
356.6		3.80019
356.7		3.78123
356.8		3.76238
356.9		3.74361
357		3.72494
357.1		3.70636
357.2		3.68788
357.3		3.66948
357.4		3.65118
357.5		3.63297
357.6		3.61485
357.7		3.59682
357.8		3.57888
357.9		3.56103
358		3.54327
358.1		3.5256
358.2		3.50802
358.3		3.49052
358.4		3.47311
358.5		3.45579
358.6		3.43855
358.7		3.4214
358.8		3.40434
358.9		3.38736
359		3.37046
359.1		3.35365
359.2		3.33693
359.3		3.32028
359.4		3.30372
359.5		3.28725
359.6		3.27085
359.7		3.25454
359.8		3.23831
359.9		3.22216
360		3.20608
360.1		3.19009
360.2		3.17418
360.3		3.15835
360.4		3.1426
360.5		3.12693
360.6		3.11133
360.7		3.09581
360.8		3.08037
360.9		3.06501
361		3.04972
361.1		3.03451
361.2		3.01938
361.3		3.00432
361.4		2.98933
361.5		2.97442
361.6		2.95959
361.7		2.94483
361.8		2.93014
361.9		2.91553
362		2.90099
362.1		2.88652
362.2		2.87212
362.3		2.8578
362.4		2.84354
362.5		2.82936
362.6		2.81525
362.7		2.80121
362.8		2.78724
